Date,ABC,DEF,GHI,JKL,MNO,PQR,STU,VWX,XYZ,ZAB,mkt,date2,rf,rm,hml,smb
10/10/1994,11.40233335,33.99041146,60.5303023,20.83646808,6.366526123,32.69693109,2.739585047,54.06938846,46.10615072,28.93146509,111.8993925,10/10/1994,1.8,0.748,-0.26,-0.24
10/11/1994,11.40233335,35.76881273,60.88076725,20.57159773,6.366526123,33.06225993,2.897872183,56.27463542,45.9740414,29.56592705,113.2819888,10/11/1994,1.8,1.228,-0.52,-0.69
10/12/1994,11.27057305,35.28118657,59.779306,21.10133844,6.69670734,32.69693109,2.897872183,55.5395531,45.57771346,29.72907441,113.3137122,10/12/1994,1.8,0.028,-0.19,0.23
10/13/1994,11.14894817,35.76881273,60.88076725,20.57159773,6.69670734,33.24492435,2.739585047,55.29452566,45.70982278,29.40277969,113.7087308,10/13/1994,1.8,0.348,0.1,-0.25
10/14/1994,11.02732328,36.08433554,61.28129861,20.57159773,6.916242723,32.69693109,2.897872183,56.27463542,46.23826003,29.40277969,113.899922,10/14/1994,1.8,0.168,0.25,-0.4
10/17/1994,10.5104175,35.45328992,61.08103293,20.33615741,6.69670734,32.69693109,2.739585047,55.78458054,46.23826003,29.09461245,113.8407095,10/17/1994,1.8,-0.052,-0.13,0.1
10/18/1994,10.64217779,34.79356042,60.88076725,20.33615741,6.586061507,32.69693109,2.739585047,55.5395531,46.10615072,29.72907441,113.6109833,10/18/1994,1.8,-0.202,-0.04,-0.15
10/19/1994,11.02732328,34.47803761,61.28129861,20.33615741,6.586061507,33.24492435,2.897872183,56.27463542,46.10615072,30.38166384,114.1439289,10/19/1994,1.8,0.468,-0.22,-0.17
10/20/1994,10.77393809,34.96566377,60.88076725,20.83646808,6.475415673,33.06225993,2.897872183,55.04949822,45.9740414,30.38166384,113.4361571,10/20/1994,1.8,-0.622,-0.17,0.42
10/21/1994,10.64217779,34.79356042,60.5303023,20.57159773,6.69670734,33.24492435,2.897872183,55.29452566,45.31349483,30.21851648,113.0149585,10/21/1994,1.8,-0.372,-0.01,0.16
10/24/1994,10.5104175,34.79356042,59.22857537,20.57159773,6.69670734,33.06225993,2.739585047,54.80447078,44.124511,30.05536912,112.1794909,10/24/1994,1.8,-0.742,-0.18,0.41
10/25/1994,10.5104175,35.28118657,59.22857537,19.57097638,6.80559689,33.06225993,2.897872183,56.02960798,44.52083895,30.05536912,112.1323854,10/25/1994,1.8,-0.042,0.19,-0.47
10/26/1994,10.5104175,35.76881273,59.42884105,20.07128705,6.586061507,33.24492435,2.739585047,56.51966286,44.52083895,30.05536912,112.4333033,10/26/1994,1.8,0.268,-0.52,-0.16
10/27/1994,10.25703231,36.08433554,60.17983736,20.57159773,6.80559689,33.06225993,2.897872183,56.02960798,44.52083895,29.89222177,113.1076688,10/27/1994,1.8,0.598,-0.34,-0.14
10/28/1994,10.5104175,37.05958785,61.08103293,20.57159773,6.366526123,33.06225993,2.897872183,57.25474518,43.86029237,30.00098667,114.7803367,10/28/1994,1.8,1.468,-0.15,-0.75
10/31/1994,10.77393809,37.69063346,61.9822285,20.57159773,6.14699074,33.24492435,2.897872183,57.00971774,44.124511,30.00098667,114.6060031,10/31/1994,1.8,-0.152,0.05,0.34
11/1/1994,10.64217779,37.547214,61.63176355,21.60164911,5.981900131,33.24492435,2.897872183,56.02960798,43.86029237,30.00098667,113.7473984,11/1/1994,1.8,-0.752,-0.35,0.27
11/2/1994,10.38879261,36.74406504,61.43149787,20.33615741,6.257636573,33.42758877,2.593473844,56.27463542,43.99240169,29.51154459,113.4724625,11/2/1994,1.8,-0.242,-0.11,0.39
11/3/1994,10.5104175,37.20300731,61.83202923,20.07128705,6.038101189,33.79291761,2.593473844,57.25474518,43.72818306,30.00098667,113.7428486,11/3/1994,1.8,0.238,0.33,-0.18
11/4/1994,10.5104175,37.05958785,60.17983736,20.71874792,5.707919972,33.42758877,2.276899572,55.78458054,44.124511,29.83783931,112.7440478,11/4/1994,1.8,-0.882,-0.09,0.66
11/7/1994,10.38879261,37.20300731,60.68050157,21.10133844,5.816809523,33.61025319,2.435186708,56.27463542,43.72818306,29.67469195,112.6854362,11/7/1994,1.8,-0.052,0.03,-0.48
11/8/1994,10.38879261,35.94091608,60.5303023,20.57159773,5.707919972,33.61025319,2.435186708,55.5395531,44.25662032,29.67469195,113.236685,11/8/1994,1.8,0.488,-0.27,-0.32
11/9/1994,10.38879261,35.59670938,60.5303023,20.71874792,5.707919972,34.15824645,2.739585047,54.80447078,44.124511,29.83783931,113.1325552,11/9/1994,1.8,-0.092,-0.22,-0.04
11/10/1994,10.38879261,35.59670938,59.97957168,21.10133844,5.707919972,34.15824645,2.739585047,55.29452566,43.99240169,30.00098667,112.8478201,11/10/1994,1.8,-0.252,-0.08,-0.03
11/11/1994,10.25703231,35.76881273,59.779306,24.36807284,5.488384589,33.24492435,2.739585047,55.04949822,42.67130854,29.67469195,112.4063225,11/11/1994,1.8,-0.392,-0.2,0.07
11/14/1994,10.38879261,35.94091608,61.83202923,25.10382383,5.268849205,33.61025319,2.739585047,56.02960798,42.40708992,29.51154459,113.1370806,11/14/1994,1.8,0.648,-0.48,-0.47
11/15/1994,10.64217779,35.45328992,62.18249418,24.10320249,5.488384589,33.61025319,2.593473844,55.5395531,42.14287129,29.67469195,113.0443462,11/15/1994,1.8,-0.082,0.11,0.23
11/16/1994,10.64217779,35.59670938,62.38275986,24.10320249,5.268849205,33.61025319,2.593473844,55.5395531,42.80341786,29.34839723,113.0873112,11/16/1994,1.8,0.038,-0.29,-0.07
11/17/1994,10.5104175,35.76881273,61.9822285,23.60289181,5.816809523,33.06225993,2.593473844,54.80447078,42.40708992,27.55377628,112.5885683,11/17/1994,1.8,-0.442,-0.21,0.17
11/18/1994,10.38879261,35.45328992,61.9822285,24.60351316,5.927455356,33.06225993,2.593473844,53.82436102,42.40708992,27.880071,112.1032348,11/18/1994,1.8,-0.432,-0.33,0.2
11/21/1994,10.25703231,35.10908323,63.28395543,23.60289181,6.916242723,33.42758877,2.435186708,53.82436102,42.40708992,27.55377628,111.2967643,11/21/1994,1.8,-0.722,0.2,0.04
11/22/1994,9.628637052,34.79356042,62.38275986,24.60351316,6.916242723,33.42758877,2.276899572,51.94581731,42.67130854,27.0643342,109.3419564,11/22/1994,1.8,-1.772,0.87,0
11/23/1994,9.375251866,34.1625148,61.9822285,23.86776217,7.025132274,33.42758877,2.435186708,52.68089963,42.80341786,25.9041752,109.2195619,11/23/1994,1.8,-0.112,1.11,-1.02
11/29/1994,9.510672171,33.99283344,62.13414572,23.86776217,7.574848874,33.42758877,2.435186708,52.92939444,42.41895602,25.74305732,109.4907626,11/29/1994,1.8,0.248,-0.19,0.17
11/30/1994,9.771095834,33.99283344,61.9822285,23.139198,7.574848874,33.42758877,2.276899572,53.17788925,42.03449418,26.06529308,109.3135312,11/30/1994,1.8,-0.162,0.52,0.51
12/1/1994,9.771095834,33.68175094,61.77967219,22.8769149,7.574848874,33.42758877,2.276899572,52.92939444,42.16264813,26.22641096,108.2485732,12/1/1994,2.1,-0.979,0.11,0.13
12/2/1994,9.635675529,34.61499844,61.77967219,23.86776217,7.683738424,33.78896811,2.435186708,53.42638406,41.77818629,25.25970367,109.0318658,12/2/1994,2.1,0.721,0.02,-0.52
12/5/1994,9.635675529,34.30391594,61.77967219,22.8769149,7.683738424,33.42758877,2.276899572,54.08903689,41.39372446,25.25970367,109.1311299,12/5/1994,2.1,0.091,0.2,-0.2
12/6/1994,9.635675529,33.99283344,61.57711589,23.86776217,7.574848874,33.42758877,2.435186708,53.67487887,41.65003235,24.9374679,108.9577493,12/6/1994,2.1,-0.159,0.17,-0.28
12/7/1994,9.510672171,33.37066844,61.37455959,22.8769149,7.244667657,33.42758877,2.435186708,52.68089963,42.41895602,24.45411425,108.3937235,12/7/1994,2.1,-0.519,0.27,-0.28
12/8/1994,9.239831562,32.0980582,61.02008606,22.38149126,6.80559689,33.06620943,2.276899572,51.68692039,42.9315718,23.64852484,106.9092331,12/8/1994,2.1,-1.379,0.62,-0.33
12/9/1994,9.114828203,31.75869547,61.02008606,22.8769149,6.916242723,33.06620943,2.276899572,50.94143596,42.80341786,23.64852484,107.070788,12/9/1994,2.1,0.151,-0.01,-0.64
12/12/1994,8.729401182,32.7202232,61.02008606,22.8769149,6.970687499,33.42758877,2.276899572,50.44444634,43.05972575,23.64852484,107.4687584,12/12/1994,2.1,0.371,-0.13,-0.47
12/13/1994,8.729401182,33.51206957,62.33670203,23.37233853,7.025132274,33.2468991,1.972501234,51.18993077,43.95680337,23.80964272,107.7280705,12/13/1994,2.1,0.241,0.16,-0.25
12/14/1994,8.85440454,33.51206957,62.89373186,22.8769149,7.025132274,33.2468991,2.13078837,51.43842558,44.34126521,23.80964272,108.8336082,12/14/1994,2.1,1.021,-0.28,-0.24
12/15/1994,9.375251866,33.68175094,63.24820539,24.3631858,7.025132274,33.42758877,2.13078837,51.18993077,45.49465072,24.61523213,109.2272076,12/15/1994,2.1,0.361,-0.2,0.87
12/16/1994,9.375251866,33.82315208,62.53925833,23.37233853,6.80559689,33.78896811,2.276899572,51.68692039,46.13542045,24.61523213,109.7319075,12/16/1994,2.1,0.461,0.03,-0.6
12/19/1994,8.979407899,33.68175094,61.9822285,23.4889088,6.475415673,34.33103712,2.276899572,51.43842558,46.13542045,25.09858578,109.535663,12/19/1994,2.1,-0.179,0.26,0
12/20/1994,8.85440454,32.7202232,62.33670203,23.4889088,6.586061507,35.23448546,2.276899572,51.43842558,46.13542045,24.9374679,109.4820037,12/20/1994,2.1,-0.049,0,0.19
12/21/1994,8.85440454,33.20098707,62.33670203,23.7511919,6.366526123,36.13793381,2.276899572,52.18391001,46.64803623,24.9374679,110.1750193,12/21/1994,2.1,0.631,-0.51,0.4
12/22/1994,8.979407899,33.34238821,61.22264236,24.47975607,6.366526123,36.68000281,2.276899572,52.43240482,47.80142174,24.77635002,110.1430732,12/22/1994,2.1,-0.029,-0.33,0.21
12/23/1994,8.979407899,33.03130571,61.9822285,25.23746281,6.475415673,36.68000281,2.435186708,52.92939444,47.28880596,24.77635002,110.4088381,12/23/1994,2.1,0.241,-0.07,0.15
12/27/1994,8.979407899,32.88990457,62.33670203,24.74203917,7.025132274,36.68000281,2.435186708,54.4203633,46.77619017,24.29299637,110.9079065,12/27/1994,2.1,0.451,-0.19,-0.1
12/28/1994,8.979407899,32.55054184,61.77967219,24.47975607,7.025132274,37.58345116,2.435186708,53.42638406,46.64803623,23.64852484,110.510461,12/28/1994,2.1,-0.359,-0.06,0.18
12/29/1994,9.114828203,32.23945934,61.37455959,24.97517971,7.025132274,37.76414083,2.276899572,54.5860265,46.64803623,23.80964272,110.8103505,12/29/1994,2.1,0.271,-0.32,0.24
12/30/1994,8.979407899,32.06977797,60.46305623,24.97517971,6.916242723,38.84827884,2.593473844,54.5860265,45.87911256,23.9707606,110.7228449,12/30/1994,2.1,-0.079,0.42,1.55
1/3/1995,9.239831562,32.23945934,60.86816883,23.98433244,6.80559689,37.9448305,2.593473844,54.5860265,46.26357439,24.13187848,110.4574287,1/3/1995,2,-0.24,0.87,-0.83
1/4/1995,9.239831562,32.23945934,60.46305623,24.97517971,6.69670734,37.58345116,2.435186708,56.07699536,46.64803623,25.25970367,110.8225403,1/4/1995,2,0.33,0.6,-0.3
1/5/1995,9.375251866,33.68175094,61.42519867,23.98433244,6.586061507,37.58345116,2.593473844,55.58000574,46.64803623,24.9374679,110.8114586,1/5/1995,2,-0.01,-0.03,0.08
1/6/1995,9.510672171,32.88990457,61.42519867,24.1009027,6.80559689,37.58345116,2.739585047,55.58000574,46.64803623,24.61523213,111.0110989,1/6/1995,2,0.18,0.18,-0.01
1/9/1995,9.510672171,33.34238821,61.22264236,23.98433244,6.69670734,36.86069248,2.739585047,56.57398498,46.64803623,24.61523213,111.1332782,1/9/1995,2,0.11,0.1,0.03
1/10/1995,9.635675529,33.20098707,61.42519867,24.24661554,7.025132274,36.31862348,2.739585047,55.58000574,46.51988228,23.32628907,111.3669034,1/10/1995,2,0.21,-0.33,0.09
1/11/1995,9.510672171,33.20098707,60.86816883,23.98433244,6.916242723,35.95724414,2.435186708,55.58000574,46.77619017,23.16517119,111.3223655,1/11/1995,2,-0.04,-0.1,-0.17
1/12/1995,9.896099192,33.03130571,61.07072514,24.24661554,6.80559689,35.5958648,2.593473844,55.08301612,47.16065201,23.0040533,111.3446322,1/12/1995,2,0.02,0.01,0.02
1/13/1995,10.15652286,32.88990457,61.07072514,24.47975607,7.134021824,35.5958648,2.739585047,56.07699536,47.54511385,23.27258311,112.2950953,1/13/1995,2,0.85,0.25,-0.31
1/16/1995,10.15652286,32.4091407,62.1847848,24.47975607,7.574848874,36.31862348,2.739585047,56.82247979,47.4169599,22.95034734,113.174422,1/16/1995,2,0.78,-0.13,-0.39
1/17/1995,10.02110255,33.51206957,61.9822285,24.47975607,7.792627975,36.31862348,2.593473844,56.32549017,46.90434412,24.25719239,113.4350227,1/17/1995,2,0.23,-0.22,0.31
1/18/1995,9.896099192,33.34238821,61.42519867,24.47975607,8.013919641,37.40276149,2.435186708,55.33151093,46.26357439,24.74054604,113.3103128,1/18/1995,2,-0.11,-0.02,0.09
1/19/1995,9.510672171,33.51206957,61.9822285,24.97517971,7.792627975,37.40276149,2.593473844,53.92337368,46.64803623,24.41831028,112.7113568,1/19/1995,2,-0.53,-0.01,0.1
1/20/1995,9.375251866,33.51206957,61.62775497,24.97517971,8.122809191,37.76414083,2.593473844,51.68692039,46.90434412,23.91705464,112.160422,1/20/1995,2,-0.49,0.02,0.18
1/23/1995,9.375251866,33.11614639,62.74181463,23.98433244,7.792627975,37.9448305,2.593473844,51.43842558,47.54511385,23.59481887,112.1155668,1/23/1995,2,-0.04,0.29,-0.65
1/24/1995,9.239831562,32.7202232,62.3873411,24.24661554,7.957718583,37.58345116,2.739585047,50.94143596,47.28880596,23.91705464,112.3400223,1/24/1995,2,0.2,-0.13,0.29
1/25/1995,9.114828203,32.7202232,63.34948354,24.24661554,8.122809191,37.40276149,2.593473844,51.68692039,46.77619017,23.59481887,112.5874425,1/25/1995,2,0.22,0.37,-0.34
1/26/1995,9.239831562,32.7202232,63.90651337,24.47975607,8.013919641,36.31862348,2.739585047,50.19595154,46.90434412,23.27258311,112.6550152,1/26/1995,2,0.06,-0.13,-0.17
1/27/1995,9.510672171,32.52226161,65.42568563,24.24661554,7.792627975,36.49931315,2.739585047,50.19595154,46.90434412,22.95034734,113.0726108,1/27/1995,2,0.37,-0.06,-0.32
1/30/1995,9.375251866,32.52226161,63.70395707,23.98433244,7.792627975,36.49931315,2.593473844,48.95347749,47.16065201,22.28797382,112.5761843,1/30/1995,2,-0.44,0.02,-0.3
1/31/1995,9.375251866,32.9181848,64.4635432,23.98433244,7.903273808,36.49931315,2.593473844,49.94745673,46.64803623,21.96573806,113.0273908,1/31/1995,2,0.4,0.21,-0.31
2/1/1995,9.375251866,33.90799276,64.2609869,23.98433244,8.122809191,36.86069248,2.435186708,49.69896192,46.51988228,22.12685594,113.2321557,2/1/1995,2.1,0.181,0.01,-0.01
2/2/1995,9.635675529,34.69983913,63.50140076,24.47975607,8.781415342,36.68000281,2.593473844,50.69294115,46.26357439,22.44909171,113.755361,2/2/1995,2.1,0.461,-0.4,0.04
2/3/1995,9.635675529,35.71792732,65.02057303,25.49974591,8.672525792,36.49931315,2.435186708,50.94143596,46.64803623,22.61020959,115.1643439,2/3/1995,2.1,1.231,0.2,-0.64
2/6/1995,9.510672171,35.12404254,64.81801673,25.73288644,8.342344575,36.86069248,2.593473844,50.69294115,46.51988228,22.95034734,115.8701521,2/6/1995,2.1,0.611,-0.49,0.02
2/7/1995,9.896099192,35.71792732,64.81801673,25.49974591,8.122809191,37.40276149,2.435186708,50.19595154,46.0072665,22.77132747,115.8249716,2/7/1995,2.1,-0.039,0.27,0.24
2/8/1995,10.29194316,35.51996572,66.337189,25.49974591,8.342344575,37.9448305,2.593473844,50.44444634,45.62280466,22.77132747,115.9884,2/8/1995,2.1,0.141,-0.21,0.19
2/9/1995,10.41694652,35.91588891,65.02057303,26.49059318,8.451234125,37.9448305,2.435186708,49.94745673,48.18588358,22.95034734,115.9315796,2/9/1995,2.1,-0.049,-0.36,0.47
2/10/1995,10.15652286,35.91588891,65.22312933,26.98601681,8.451234125,37.9448305,2.435186708,51.18993077,47.80142174,22.95034734,116.2229334,2/10/1995,2.1,0.251,-0.14,0.12
2/13/1995,9.771095834,37.30162006,65.02057303,25.99516954,8.122809191,38.30620984,2.593473844,50.94143596,47.67326779,22.77132747,116.258968,2/13/1995,2.1,0.031,0.15,0.01
2/14/1995,9.896099192,36.50977369,64.2609869,26.98601681,8.122809191,38.84827884,2.593473844,51.68692039,47.16065201,22.77132747,116.3880872,2/14/1995,2.1,0.111,0.39,-0.22
2/15/1995,9.896099192,35.71792732,64.81801673,25.99516954,7.903273808,39.75172719,2.593473844,51.68692039,47.16065201,23.27258311,116.9492624,2/15/1995,2.1,0.481,0.11,0.21
2/16/1995,9.896099192,36.50977369,63.50140076,26.49059318,7.244667657,40.2937962,2.593473844,51.9354152,47.16065201,23.43370099,116.8919713,2/16/1995,2.1,-0.049,-0.16,-0.47
2/17/1995,9.510672171,35.91588891,62.3873411,26.49059318,6.916242723,40.2937962,2.435186708,51.9354152,46.90434412,24.09607451,116.2985028,2/17/1995,2.1,-0.509,0.3,0.14
2/21/1995,9.635675529,35.91588891,61.83031127,25.49974591,6.751152115,40.65517553,2.435186708,51.9354152,47.16065201,24.25719239,116.2647811,2/21/1995,2.1,-0.029,0.37,-0.25
2/22/1995,9.510672171,36.1138505,61.9822285,25.49974591,6.80559689,40.65517553,2.593473844,52.68089963,47.28880596,24.25719239,116.7436127,2/22/1995,2.1,0.411,0.1,-0.33
2/23/1995,9.635675529,36.31181209,62.3873411,25.99516954,7.025132274,42.28138255,2.593473844,52.68089963,47.28880596,24.90166393,117.2830432,2/23/1995,2.1,0.461,0.09,-0.14
2/24/1995,9.510672171,36.1138505,61.9822285,25.49974591,6.80559689,42.10069289,2.593473844,52.92939444,47.4169599,25.72515533,117.4837688,2/24/1995,2.1,0.171,0.11,0.14
2/27/1995,9.375251866,35.71792732,61.83031127,26.49059318,6.916242723,42.46207222,2.593473844,51.43842558,47.4169599,25.0806838,116.5721257,2/27/1995,2.1,-0.779,0.16,0.05
2/28/1995,9.375251866,35.71792732,62.94437093,27.48144045,6.80559689,42.28138255,2.897872183,51.68692039,48.44219147,25.72515533,117.5213696,2/28/1995,2.1,0.811,-0.24,0.06
3/1/1995,9.510672171,35.91588891,62.74181463,26.75287628,7.134021824,42.10069289,3.348381724,50.69294115,48.31403752,25.88627321,117.1693338,3/1/1995,2,-0.3,-0.57,0.34
3/2/1995,9.510672171,35.91588891,62.5898974,26.98601681,7.079577049,41.01655487,3.348381724,50.19595154,49.59557698,25.40291956,117.0756358,3/2/1995,2,-0.08,-0.62,0.23
3/3/1995,9.635675529,35.91588891,61.9822285,26.49059318,7.025132274,41.01655487,3.50666886,50.69294115,49.59557698,25.40291956,117.2279331,3/3/1995,2,0.13,-0.2,0.18
3/6/1995,9.375251866,35.91588891,61.62775497,26.98601681,7.355313491,41.01655487,3.652780062,50.44444634,49.33926909,25.88627321,117.1224754,3/6/1995,2,-0.09,-0.39,-0.13
3/7/1995,9.239831562,35.91588891,60.311139,26.49059318,7.025132274,40.47448586,3.811067198,50.44444634,49.33926909,25.56403745,116.3054809,3/7/1995,2,-0.7,-0.1,0.14
3/8/1995,9.239831562,36.1138505,60.46305623,26.49059318,7.025132274,40.11310653,4.115465537,50.19595154,49.0829612,25.40291956,116.5499791,3/8/1995,2,0.21,0.07,0.02
3/9/1995,9.239831562,36.1138505,60.86816883,26.98601681,7.025132274,40.11310653,3.957178401,50.94143596,49.0829612,25.40291956,116.6315926,3/9/1995,2,0.07,-0.08,-0.09
3/10/1995,9.375251866,36.1138505,62.1847848,26.98601681,7.134021824,40.47448586,4.115465537,52.68089963,48.44219147,24.90166393,117.9216223,3/10/1995,2,1.1,-0.31,-0.74
3/13/1995,9.896099192,37.10365846,62.5898974,27.59801071,7.025132274,40.47448586,3.811067198,53.17788925,48.31403752,25.0806838,118.0396029,3/13/1995,2,0.1,0,0
3/14/1995,9.635675529,36.50977369,63.34948354,27.10258708,6.69670734,41.01655487,3.652780062,51.9354152,48.82665331,25.40291956,118.702479,3/14/1995,2,0.56,-0.42,-0.16
3/15/1995,9.510672171,36.70773528,62.94437093,27.59801071,6.475415673,41.01655487,3.652780062,51.68692039,48.95480725,24.90166393,118.5601215,3/15/1995,2,-0.12,0.16,0.16
3/16/1995,9.635675529,37.10365846,63.70395707,27.59801071,6.80559689,41.01655487,3.652780062,51.43842558,49.0829612,25.0806838,119.2378438,3/16/1995,2,0.57,-0.09,-0.31
3/17/1995,9.510672171,36.90569687,64.4635432,27.59801071,6.475415673,41.37793421,3.652780062,50.94143596,49.33926909,24.90166393,119.1901582,3/17/1995,2,-0.04,-0.35,-0.13
3/20/1995,10.15652286,36.70773528,65.42568563,26.60716344,6.475415673,41.37793421,3.652780062,50.19595154,49.46742303,24.57942816,119.3452062,3/20/1995,2,0.13,-0.42,0.23
3/21/1995,9.635675529,36.50977369,63.14692723,28.61800055,6.475415673,41.55862388,3.652780062,50.19595154,49.46742303,24.09607451,119.0948442,3/21/1995,2,-0.21,0.05,-0.06
3/22/1995,9.771095834,36.90569687,63.90651337,28.61800055,6.475415673,41.55862388,3.348381724,49.69896192,49.59557698,23.91705464,119.1782398,3/22/1995,2,0.07,0.09,-0.24
3/23/1995,9.635675529,36.90569687,63.90651337,30.10427145,6.475415673,41.37793421,3.348381724,49.69896192,49.85188487,24.41831028,119.309408,3/23/1995,2,0.11,-0.04,0.11
3/24/1995,9.771095834,36.70773528,64.4635432,28.61800055,6.257636573,42.10069289,3.50666886,50.44444634,49.59557698,24.57942816,120.4241611,3/24/1995,2,0.93,0.07,-0.55
3/27/1995,9.510672171,38.31970825,65.57760286,29.60884782,6.366526123,42.10069289,3.348381724,51.43842558,50.4926546,24.74054604,121.0277897,3/27/1995,2,0.5,-0.09,-0.1
3/28/1995,9.635675529,37.69754324,65.42568563,29.60884782,6.257636573,42.10069289,3.348381724,51.43842558,49.59557698,24.57942816,121.2215891,3/28/1995,2,0.16,-0.3,0.14
3/29/1995,9.896099192,37.49958165,65.98271547,29.11342418,6.475415673,43.00414123,3.202270521,52.68089963,49.46742303,24.57942816,121.0519977,3/29/1995,2,-0.14,0.7,-0.1
3/30/1995,9.896099192,38.09346643,64.4635432,28.61800055,6.257636573,42.82345156,3.348381724,54.91735292,49.46742303,25.88627321,121.0156875,3/30/1995,2,-0.03,0.86,0.03
3/31/1995,9.771095834,39.30951621,63.50140076,28.61800055,6.257636573,43.72689991,3.202270521,53.17788925,49.59557698,26.70976461,120.7255981,3/31/1995,2,-0.24,0,0.64
4/3/1995,9.635675529,39.70543939,62.94437093,29.11342418,6.257636573,44.99172759,3.202270521,53.67487887,49.46742303,26.70976461,120.88627,4/3/1995,2.3,0.133,0.03,-0.12
4/4/1995,9.510672171,39.5074778,64.51418227,29.11342418,6.586061507,45.89517594,3.50666886,52.68089963,49.59557698,26.22641096,121.4229841,4/4/1995,2.3,0.443,0.45,-0.59
4/5/1995,9.510672171,39.11155462,64.36226505,28.12257691,6.586061507,46.61793461,3.50666886,52.43240482,49.59557698,26.38752885,121.5967432,4/5/1995,2.3,0.143,0.31,-0.03
4/6/1995,10.02110255,39.30951621,64.91929488,28.12257691,6.366526123,45.89517594,3.50666886,53.67487887,49.59557698,26.04739109,121.6977104,4/6/1995,2.3,0.083,0.58,-0.06
4/7/1995,10.02110255,38.09346643,66.03335454,28.12257691,6.257636573,45.89517594,3.652780062,53.42638406,48.95480725,26.38752885,121.6526905,4/7/1995,2.3,-0.037,0.17,-0.39
4/10/1995,10.41694652,38.51766984,65.88143732,28.12257691,7.025132274,46.61793461,3.811067198,53.17788925,48.31403752,26.54864673,121.948666,4/10/1995,2.3,0.243,-0.34,0.34
4/11/1995,10.67737018,38.09346643,65.47632471,29.11342418,7.244667657,46.0758656,3.957178401,52.92939444,48.18588358,26.8708825,121.7938895,4/11/1995,2.3,-0.127,0.02,0.46
4/12/1995,10.67737018,37.89550483,66.03335454,29.11342418,7.244667657,46.0758656,3.652780062,54.66885811,48.82665331,27.19311826,122.2123598,4/12/1995,2.3,0.343,-0.21,-0.2
4/13/1995,10.67737018,38.09346643,66.03335454,28.61800055,7.574848874,45.89517594,3.652780062,53.92337368,48.69849936,28.01660967,122.6445318,4/13/1995,2.3,0.353,-0.04,0.15
4/17/1995,10.54194988,37.49958165,66.23591084,28.61800055,7.244667657,45.89517594,3.957178401,53.42638406,48.69849936,28.17772755,122.0975342,4/17/1995,2.3,-0.447,0.13,0.52
4/18/1995,10.54194988,37.89550483,65.47632471,29.11342418,7.464203041,45.5337966,3.957178401,53.67487887,48.44219147,28.5178653,121.7476166,4/18/1995,2.3,-0.287,0.15,-0.09
4/19/1995,10.54194988,37.30162006,66.23591084,28.12257691,7.464203041,45.71448627,4.115465537,54.91735292,48.44219147,28.5178653,121.4108424,4/19/1995,2.3,-0.277,0.76,-0.6
4/20/1995,10.80237354,36.90569687,66.03335454,28.12257691,7.134021824,47.52138296,3.957178401,54.17186849,48.82665331,30.14694612,121.6210649,4/20/1995,2.3,0.173,0.17,0.07
4/21/1995,10.67737018,37.30162006,65.88143732,28.12257691,6.80559689,46.97931395,3.957178401,53.42638406,48.69849936,30.80931964,122.2710359,4/21/1995,2.3,0.533,-0.14,-0.08
4/24/1995,10.41694652,37.30162006,66.99549698,28.12257691,7.134021824,46.97931395,4.115465537,53.92337368,48.69849936,31.1315554,123.1705753,4/24/1995,2.3,0.733,-0.07,-0.37
4/25/1995,10.41694652,36.90569687,67.19805328,27.10258708,7.355313491,46.79862428,4.565975078,54.4203633,48.82665331,30.308064,123.0880787,4/25/1995,2.3,-0.067,0.14,0.2
4/26/1995,10.93779384,36.70773528,66.99549698,28.12257691,7.574848874,46.79862428,4.724262214,54.08903689,48.69849936,29.82471035,123.2765476,4/26/1995,2.3,0.153,-0.31,0.25
4/27/1995,10.67737018,37.69754324,67.19805328,28.61800055,7.464203041,46.79862428,4.565975078,53.75771047,48.69849936,30.14694612,123.5270532,4/27/1995,2.3,0.203,-0.14,0.16
4/28/1995,10.67737018,38.09346643,67.40060958,28.88028365,7.683738424,46.97931395,4.724262214,54.25470009,48.69849936,31.1315554,123.7533146,4/28/1995,2.3,0.183,-0.03,-0.05
5/1/1995,10.67737018,37.89550483,68.56530832,32.37739166,7.134021824,46.97931395,4.565975078,54.08903689,48.69849936,31.29267329,123.6592978,5/1/1995,2.4,-0.076,0.21,0.06
5/2/1995,10.93779384,37.69754324,68.56530832,32.63967476,7.025132274,46.79862428,4.565975078,53.26072085,48.31403752,30.91673156,123.7879704,5/2/1995,2.4,0.104,-0.18,0
5/3/1995,11.58364453,38.71563143,68.71722555,33.1350984,6.69670734,46.97931395,4.565975078,53.01222604,48.18588358,30.75561368,124.9245788,5/3/1995,2.4,0.914,-0.35,-0.69
5/4/1995,11.85448514,38.31970825,69.47681168,32.11510856,6.69670734,46.79862428,4.724262214,52.01824681,48.18588358,30.57659381,124.8421558,5/4/1995,2.4,-0.066,0.19,-0.41
5/5/1995,11.58364453,38.71563143,68.71722555,31.61968492,6.69670734,46.0758656,4.724262214,53.01222604,48.82665331,29.7531024,124.7722638,5/5/1995,2.4,-0.056,0.32,-0.14
5/8/1995,11.71906483,39.11155462,69.47681168,31.12426129,7.025132274,46.79862428,4.565975078,53.59204727,49.46742303,29.7531024,125.5658329,5/8/1995,2.4,0.634,0.06,-0.17
